2313,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
4969,Loreta,Curren,Female,France,26,21/05/2015,9654
174,Libbie,Dalby,Female,France,42,21/05/2015,5489
946,Roma,Lafollette,Female,United States,34,15/10/2017,2654
95,Weston,Martina,Male,United States,26,21/05/2015,6540
1621,Belinda,Partain,Female,United States,37,15/10/2017,2564
1729,Garth,Gangi,Male,United States,41,16/08/2016,3256
1604,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
4881,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
4516,Shavonne,Pia,Female,France,24,21/05/2015,1546
3020,Teresa,Strawn,Female,France,46,21/05/2015,3569
3202,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
1629,Garth,Gangi,Male,United States,41,16/08/2016,3256
252,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
2405,Nereida,Magwood,Female,United States,58,16/08/2016,2468
4908,Earlean,Melgar,Female,United States,27,16/08/2016,2456
1435,Dewitt,Borger,Male,United States,36,21/05/2015,8514
1943,Angel,Sanor,Male,France,24,15/10/2017,3259
4753,Philip,Gent,Male,France,36,21/05/2015,2587
4192,Dorcas,Darity,Female,United States,37,21/05/2015,8765
3063,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
4545,Weston,Martina,Male,United States,26,21/05/2015,6540
3844,Willodean,Harn,Female,United States,39,16/08/2016,3567
1385,Dewitt,Borger,Male,United States,36,21/05/2015,8514
4465,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
3191,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
2053,Philip,Gent,Male,France,36,21/05/2015,2587
4296,Roma,Lafollette,Female,United States,34,15/10/2017,2654
3999,Jeromy,Danz,Male,United States,39,15/10/2017,3265
3173,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
4257,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
1462,Franklyn,Unknow,Male,France,38,15/10/2017,2579
2136,Nena,Hacker,Female,United States,29,15/10/2017,8563
3230,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
2216,Shavonne,Pia,Female,France,24,21/05/2015,1546
856,Gaston,Brumm,Male,United States,24,21/05/2015,2554
2137,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
1419,Loreta,Curren,Female,France,26,21/05/2015,9654
2956,Gaston,Brumm,Male,United States,24,21/05/2015,2554
2279,Garth,Gangi,Male,United States,41,16/08/2016,3256
3293,Angel,Sanor,Male,France,24,15/10/2017,3259
2520,Teresa,Strawn,Female,France,46,21/05/2015,3569
1288,Sau,Pfau,Female,United States,25,21/05/2015,9536
3404,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
2233,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
773,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
1052,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
4605,Nereida,Magwood,Female,United States,58,16/08/2016,2468
3502,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
3633,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
3073,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
1627,Angelyn,Vong,Female,United States,29,21/05/2015,6125
1982,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
1174,Libbie,Dalby,Female,France,42,21/05/2015,5489
4115,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
1159,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
1315,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
3449,Jeromy,Danz,Male,United States,39,15/10/2017,3265
2128,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
3987,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
592,Dorcas,Darity,Female,United States,37,21/05/2015,8765
2944,Willodean,Harn,Female,United States,39,16/08/2016,3567
3926,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
1009,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
1190,Chase,Karner,Male,United States,37,15/10/2017,2154
4227,Angelyn,Vong,Female,United States,29,21/05/2015,6125
3507,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
3949,Jeromy,Danz,Male,United States,39,15/10/2017,3265
1285,Dewitt,Borger,Male,United States,36,21/05/2015,8514
3184,Judie,Claywell,Female,France,35,16/08/2016,7569
2525,Lester,Prothro,Male,France,21,15/10/2017,6574
4084,Judie,Claywell,Female,France,35,16/08/2016,7569
3791,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
2058,Earlean,Melgar,Female,United States,27,16/08/2016,2456
3168,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
4727,Angelyn,Vong,Female,United States,29,21/05/2015,6125
1558,Earlean,Melgar,Female,United States,27,16/08/2016,2456
612,Franklyn,Unknow,Male,France,38,15/10/2017,2579
4625,Lester,Prothro,Male,France,21,15/10/2017,6574
1470,Teresa,Strawn,Female,France,46,21/05/2015,3569
2070,Teresa,Strawn,Female,France,46,21/05/2015,3569
4618,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
4583,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
3604,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
326,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
224,Libbie,Dalby,Female,France,42,21/05/2015,5489
942,Dorcas,Darity,Female,United States,37,21/05/2015,8765
4148,Demetria,Abbey,Female,United States,32,21/05/2015,3265
3807,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
4842,Dorcas,Darity,Female,United States,37,21/05/2015,8765
2725,Lester,Prothro,Male,France,21,15/10/2017,6574
390,Chase,Karner,Male,United States,37,15/10/2017,2154
399,Jeromy,Danz,Male,United States,39,15/10/2017,3265
780,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
4927,Angelyn,Vong,Female,United States,29,21/05/2015,6125
4564,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
2814,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
4288,Sau,Pfau,Female,United States,25,21/05/2015,9536
4160,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
4822,Holly,Eudy,Female,United States,52,16/08/2016,8561
3997,Felisa,Cail,Female,United States,28,16/08/2016,6525
604,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
1814,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
1803,Philip,Gent,Male,France,36,21/05/2015,2587
556,Gaston,Brumm,Male,United States,24,21/05/2015,2554
4431,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
3792,Dorcas,Darity,Female,United States,37,21/05/2015,8765
3887,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
3028,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
2909,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
2232,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
2041,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
5,Nereida,Magwood,Female,United States,58,16/08/2016,2468
3709,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
349,Jeromy,Danz,Male,United States,39,15/10/2017,3265
165,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
4784,Judie,Claywell,Female,France,35,16/08/2016,7569
3160,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
816,Shavonne,Pia,Female,France,24,21/05/2015,1546
4441,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
1275,Lester,Prothro,Male,France,21,15/10/2017,6574
2212,Franklyn,Unknow,Male,France,38,15/10/2017,2579
4673,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
362,Franklyn,Unknow,Male,France,38,15/10/2017,2579
4471,Belinda,Partain,Female,United States,37,15/10/2017,2564
501,Dulce,Abril,Female,United States,32,15/10/2017,1562
833,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
912,Franklyn,Unknow,Male,France,38,15/10/2017,2579
2639,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
3135,Dewitt,Borger,Male,United States,36,21/05/2015,8514
3781,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
285,Dewitt,Borger,Male,United States,36,21/05/2015,8514
740,Chase,Karner,Male,United States,37,15/10/2017,2154
831,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
3033,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
626,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
2213,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
3736,Nena,Hacker,Female,United States,29,15/10/2017,8563
2097,Felisa,Cail,Female,United States,28,16/08/2016,6525
2430,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
149,Jeromy,Danz,Male,United States,39,15/10/2017,3265
1214,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
819,Loreta,Curren,Female,France,26,21/05/2015,9654
805,Nereida,Magwood,Female,United States,58,16/08/2016,2468
4721,Belinda,Partain,Female,United States,37,15/10/2017,2564
2785,Dewitt,Borger,Male,United States,36,21/05/2015,8514
1662,Franklyn,Unknow,Male,France,38,15/10/2017,2579
2043,Angel,Sanor,Male,France,24,15/10/2017,3259
2851,Dulce,Abril,Female,United States,32,15/10/2017,1562
4528,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
352,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
4860,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
1231,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
527,Angelyn,Vong,Female,United States,29,21/05/2015,6125
487,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
1365,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
2262,Franklyn,Unknow,Male,France,38,15/10/2017,2579
1282,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
2240,Chase,Karner,Male,United States,37,15/10/2017,2154
2898,Demetria,Abbey,Female,United States,32,21/05/2015,3265
1873,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
2634,Judie,Claywell,Female,France,35,16/08/2016,7569
1269,Loreta,Curren,Female,France,26,21/05/2015,9654
620,Teresa,Strawn,Female,France,46,21/05/2015,3569
1314,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
3281,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
3328,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
4456,Gaston,Brumm,Male,United States,24,21/05/2015,2554
1832,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
3171,Belinda,Partain,Female,United States,37,15/10/2017,2564
2524,Libbie,Dalby,Female,France,42,21/05/2015,5489
3263,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
198,Demetria,Abbey,Female,United States,32,21/05/2015,3265
4432,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
1764,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
723,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
411,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
3255,Nereida,Magwood,Female,United States,58,16/08/2016,2468
4426,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
708,Earlean,Melgar,Female,United States,27,16/08/2016,2456
3265,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
4619,Loreta,Curren,Female,France,26,21/05/2015,9654
72,Holly,Eudy,Female,United States,52,16/08/2016,8561
4752,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
3855,Nereida,Magwood,Female,United States,58,16/08/2016,2468
1119,Loreta,Curren,Female,France,26,21/05/2015,9654
4725,Lester,Prothro,Male,France,21,15/10/2017,6574
4025,Lester,Prothro,Male,France,21,15/10/2017,6574
2048,Demetria,Abbey,Female,United States,32,21/05/2015,3265
4749,Jeromy,Danz,Male,United States,39,15/10/2017,3265
635,Dewitt,Borger,Male,United States,36,21/05/2015,8514
4119,Loreta,Curren,Female,France,26,21/05/2015,9654
1656,Gaston,Brumm,Male,United States,24,21/05/2015,2554
4643,Angel,Sanor,Male,France,24,15/10/2017,3259
2564,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
4028,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
3235,Dewitt,Borger,Male,United States,36,21/05/2015,8514
2011,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
4073,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
533,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
3627,Angelyn,Vong,Female,United States,29,21/05/2015,6125
1297,Felisa,Cail,Female,United States,28,16/08/2016,6525
3357,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
2357,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
2663,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
2320,Teresa,Strawn,Female,France,46,21/05/2015,3569
38,Sau,Pfau,Female,United States,25,21/05/2015,9536
3947,Felisa,Cail,Female,United States,28,16/08/2016,6525
563,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
4763,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
3900,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
4231,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
3990,Chase,Karner,Male,United States,37,15/10/2017,2154
2794,Willodean,Harn,Female,United States,39,16/08/2016,3567
457,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
1193,Angel,Sanor,Male,France,24,15/10/2017,3259
4852,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
1356,Gaston,Brumm,Male,United States,24,21/05/2015,2554
4800,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
3455,Nereida,Magwood,Female,United States,58,16/08/2016,2468
268,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
2918,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
3510,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
3600,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
1323,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
3057,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
3495,Weston,Martina,Male,United States,26,21/05/2015,6540
1565,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
290,Chase,Karner,Male,United States,37,15/10/2017,2154
2798,Demetria,Abbey,Female,United States,32,21/05/2015,3265
1542,Dorcas,Darity,Female,United States,37,21/05/2015,8765
705,Nereida,Magwood,Female,United States,58,16/08/2016,2468
4142,Dorcas,Darity,Female,United States,37,21/05/2015,8765
2693,Angel,Sanor,Male,France,24,15/10/2017,3259
4176,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
3278,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
257,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
2238,Sau,Pfau,Female,United States,25,21/05/2015,9536
3319,Loreta,Curren,Female,France,26,21/05/2015,9654
161,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
215,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
2390,Chase,Karner,Male,United States,37,15/10/2017,2154
140,Chase,Karner,Male,United States,37,15/10/2017,2154
3547,Felisa,Cail,Female,United States,28,16/08/2016,6525
4039,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
3734,Judie,Claywell,Female,France,35,16/08/2016,7569
3839,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
2067,Shavon,Benito,Female,France,39,15/10/2017,3579
2829,Garth,Gangi,Male,United States,41,16/08/2016,3256
1842,Dorcas,Darity,Female,United States,37,21/05/2015,8765
1769,Loreta,Curren,Female,France,26,21/05/2015,9654
3654,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
2074,Libbie,Dalby,Female,France,42,21/05/2015,5489
3588,Sau,Pfau,Female,United States,25,21/05/2015,9536
4418,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
1861,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
4251,Dulce,Abril,Female,United States,32,15/10/2017,1562
3009,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
1459,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
920,Teresa,Strawn,Female,France,46,21/05/2015,3569
256,Gaston,Brumm,Male,United States,24,21/05/2015,2554
3940,Chase,Karner,Male,United States,37,15/10/2017,2154
1554,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
4697,Felisa,Cail,Female,United States,28,16/08/2016,6525
513,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
4058,Earlean,Melgar,Female,United States,27,16/08/2016,2456
3085,Dewitt,Borger,Male,United States,36,21/05/2015,8514
3070,Teresa,Strawn,Female,France,46,21/05/2015,3569
3052,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
2700,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
1426,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
1622,Holly,Eudy,Female,United States,52,16/08/2016,8561
2961,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
2862,Franklyn,Unknow,Male,France,38,15/10/2017,2579
1254,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
1421,Belinda,Partain,Female,United States,37,15/10/2017,2564
1579,Garth,Gangi,Male,United States,41,16/08/2016,3256
2844,Willodean,Harn,Female,United States,39,16/08/2016,3567
863,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
3590,Chase,Karner,Male,United States,37,15/10/2017,2154
689,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
1114,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
1132,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
461,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
2945,Weston,Martina,Male,United States,26,21/05/2015,6540
1424,Libbie,Dalby,Female,France,42,21/05/2015,5489
4424,Libbie,Dalby,Female,France,42,21/05/2015,5489
1879,Garth,Gangi,Male,United States,41,16/08/2016,3256
1003,Philip,Gent,Male,France,36,21/05/2015,2587
999,Jeromy,Danz,Male,United States,39,15/10/2017,3265
3561,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
2045,Weston,Martina,Male,United States,26,21/05/2015,6540
2223,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
171,Belinda,Partain,Female,United States,37,15/10/2017,2564
1792,Dorcas,Darity,Female,United States,37,21/05/2015,8765
2820,Teresa,Strawn,Female,France,46,21/05/2015,3569
496,Roma,Lafollette,Female,United States,34,15/10/2017,2654
2121,Belinda,Partain,Female,United States,37,15/10/2017,2564
4316,Shavonne,Pia,Female,France,24,21/05/2015,1546
4035,Dewitt,Borger,Male,United States,36,21/05/2015,8514
3180,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
3717,Shavon,Benito,Female,France,39,15/10/2017,3579
2662,Franklyn,Unknow,Male,France,38,15/10/2017,2579
363,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
4617,Shavon,Benito,Female,France,39,15/10/2017,3579
2716,Shavonne,Pia,Female,France,24,21/05/2015,1546
2443,Angel,Sanor,Male,France,24,15/10/2017,3259
1434,Judie,Claywell,Female,France,35,16/08/2016,7569
3290,Chase,Karner,Male,United States,37,15/10/2017,2154
1522,Holly,Eudy,Female,United States,52,16/08/2016,8561
1437,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
2204,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
1121,Belinda,Partain,Female,United States,37,15/10/2017,2564
2974,Libbie,Dalby,Female,France,42,21/05/2015,5489
1945,Weston,Martina,Male,United States,26,21/05/2015,6540
1688,Sau,Pfau,Female,United States,25,21/05/2015,9536
2389,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
2754,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
1531,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
13,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
3320,Teresa,Strawn,Female,France,46,21/05/2015,3569
3810,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
3815,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
3751,Dulce,Abril,Female,United States,32,15/10/2017,1562
2722,Holly,Eudy,Female,United States,52,16/08/2016,8561
1344,Willodean,Harn,Female,United States,39,16/08/2016,3567
1235,Dewitt,Borger,Male,United States,36,21/05/2015,8514
3516,Shavonne,Pia,Female,France,24,21/05/2015,1546
565,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
2630,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
3102,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
4255,Nereida,Magwood,Female,United States,58,16/08/2016,2468
925,Lester,Prothro,Male,France,21,15/10/2017,6574
3107,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
2739,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
1111,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
4767,Shavon,Benito,Female,France,39,15/10/2017,3579
4041,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
2735,Dewitt,Borger,Male,United States,36,21/05/2015,8514
2142,Dorcas,Darity,Female,United States,37,21/05/2015,8765
4627,Angelyn,Vong,Female,United States,29,21/05/2015,6125
2817,Shavon,Benito,Female,France,39,15/10/2017,3579
1469,Loreta,Curren,Female,France,26,21/05/2015,9654
2354,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
1823,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
4299,Jeromy,Danz,Male,United States,39,15/10/2017,3265
